"Código Cliente","Nome Cliente","Email Cliente","Operação","Stiker","Preco","Data","Dia","Mês","Ano"
"17","Gabriela Costa","gabriela.costa15@exemplo.com","Venda","CPFE3","R$ 34.60","13/07/2023","14/02/1900","20","5120"
"90","Eduardo Fonseca","eduardo.fonseca58@exemplo.com","Venda","VIVT3","R$ 40.40","13/07/2023","14/02/1900","20","5120"
"41","Ana Ferreira","ana.ferreira30@exemplo.com","Venda","ITUB4","R$ 33.51","13/07/2023","14/02/1900","20","5120"
"68","Sofia Melo","sofia.melo31@exemplo.com","Compra","VALE3","R$ 69.62","13/07/2023","14/02/1900","20","5120"
"39","Amanda Rocha","amanda.rocha53@exemplo.com","Venda","IGTA3","R$ 10.19","13/07/2023","14/02/1900","20","5120"
"86","Guilherme Oliveira","guilherme.oliveira36@exemplo.com","Venda","LREN3","R$ 20.97","13/07/2023","14/02/1900","20","5120"
"69","Laura Lima","laura.lima25@exemplo.com","Venda","IGTA3","R$ 10.21","13/07/2023","14/02/1900","20","5120"
"11","Gustavo Costa","gustavo.costa83@exemplo.com","Compra","ABEV3","R$ 13.24","14/07/2023","14/02/1900","21","5121"
"58","Rafael Oliveira","rafael.oliveira88@exemplo.com","Venda","JBSS3","R$ 22.44","14/07/2023","14/02/1900","21","5121"
"11","Gustavo Costa","gustavo.costa83@exemplo.com","Compra","LREN3","R$ 12.52","14/07/2023","14/02/1900","21","5121"
"16","Gabriel Machado","gabriel.machado40@exemplo.com","Compra","SANB11","R$ 32.06","14/07/2023","14/02/1900","21","5121"
"49","Rafael Rocha","rafael.rocha93@exemplo.com","Compra","TAEE4","R$ 11.50","14/07/2023","14/02/1900","21","5121"
"81","Clara Costa","clara.costa91@exemplo.com","Compra","HAPV3","R$ 4.18","15/07/2023","14/02/1900","22","5122"
"12","Giovanna Rocha","giovanna.rocha93@exemplo.com","Venda","PETR4","R$ 41.76","15/07/2023","14/02/1900","22","5122"
"14","Guilherme Ferreira","guilherme.ferreira50@exemplo.com","Compra","MGLU3","R$ 1.67","15/07/2023","14/02/1900","22","5122"
"13","Beatriz Silva","beatriz.silva61@exemplo.com","Compra","MGLU3","R$ 3.90","15/07/2023","14/02/1900","22","5122"
"96","Beatriz Ribeiro","beatriz.ribeiro50@exemplo.com","Compra","BHIA3","R$ 12.26","15/07/2023","14/02/1900","22","5122"
"39","Amanda Rocha","amanda.rocha53@exemplo.com","Venda","TAEE4","R$ 12.26","15/07/2023","14/02/1900","22","5122"
"52","Lucas Costa","lucas.costa80@exemplo.com","Venda","HAPV3","R$ 2.38","15/07/2023","14/02/1900","22","5122"
"47","Leonardo Ribeiro","leonardo.ribeiro64@exemplo.com","Venda","MGLU3","R$ 3.83","15/07/2023","14/02/1900","22","5122"
"93","Leonardo Almeida","leonardo.almeida31@exemplo.com","Venda","CPFE3","R$ 36.04","15/07/2023","14/02/1900","22","5122"
"55","Amanda Santos","amanda.santos76@exemplo.com","Venda","B3SA3","R$ 14.08","16/07/2023","14/02/1900","23","5123"
"26","Gabriela Melo","gabriela.melo17@exemplo.com","Venda","WEGE3","R$ 36.13","16/07/2023","14/02/1900","23","5123"
"42","Clara Pereira","clara.pereira30@exemplo.com","Venda","ITUB4","R$ 22.66","16/07/2023","14/02/1900","23","5123"
"85","Julia Santos","julia.santos76@exemplo.com","Venda","ABEV3","R$ 12.09","16/07/2023","14/02/1900","23","5123"
"15","Felipe Ribeiro","felipe.ribeiro44@exemplo.com","Venda","BBDC4","R$ 15.89","16/07/2023","14/02/1900","23","5123"
"78","Gabriela Mendes","gabriela.mendes90@exemplo.com","Venda","HAPV3","R$ 2.93","16/07/2023","14/02/1900","23","5123"
"43","Luis Rocha","luis.rocha1@exemplo.com","Venda","TAEE4","R$ 10.99","16/07/2023","14/02/1900","23","5123"
"59","Ana Oliveira","ana.oliveira96@exemplo.com","Venda","HAPV3","R$ 2.49","16/07/2023","14/02/1900","23","5123"
"20","Felipe Santos","felipe.santos70@exemplo.com","Venda","BBDC4","R$ 12.23","17/07/2023","14/02/1900","24","5124"
"33","Gustavo Souza","gustavo.souza88@exemplo.com","Compra","CPFE3","R$ 38.58","17/07/2023","14/02/1900","24","5124"
"45","Mateus Silva","mateus.silva8@exemplo.com","Venda","RENT3","R$ 63.55","17/07/2023","14/02/1900","24","5124"
"86","Guilherme Oliveira","guilherme.oliveira36@exemplo.com","Compra","B3SA3","R$ 13.69","17/07/2023","14/02/1900","24","5124"
"91","Rodrigo Melo","rodrigo.melo22@exemplo.com","Venda","MGLU3","R$ 3.22","17/07/2023","14/02/1900","24","5124"
"1","Leonardo Ferreira","leonardo.ferreira67@exemplo.com","Compra","RENT3","R$ 68.56","17/07/2023","14/02/1900","24","5124"
"23","Isabella Almeida","isabella.almeida63@exemplo.com","Venda","MGLU3","R$ 2.81","18/07/2023","14/02/1900","25","5125"
"58","Rafael Oliveira","rafael.oliveira88@exemplo.com","Venda","VALE3","R$ 60.74","18/07/2023","14/02/1900","25","5125"
"25","Eduardo Silva","eduardo.silva54@exemplo.com","Venda","VIVT3","R$ 52.25","18/07/2023","14/02/1900","25","5125"
"24","Rodrigo Lima","rodrigo.lima45@exemplo.com","Compra","BHIA3","R$ 16.59","18/07/2023","14/02/1900","25","5125"
"88","Gabriela Costa","gabriela.costa24@exemplo.com","Venda","BHIA3","R$ 8.52","18/07/2023","14/02/1900","25","5125"
"47","Leonardo Ribeiro","leonardo.ribeiro64@exemplo.com","Compra","RENT3","R$ 58.77","19/07/2023","14/02/1900","26","5126"
"76","Ana Carvalho","ana.carvalho5@exemplo.com","Compra","VIVT3","R$ 43.53","19/07/2023","14/02/1900","26","5126"
"89","Guilherme Silva","guilherme.silva74@exemplo.com","Venda","VALE3","R$ 78.34","19/07/2023","14/02/1900","26","5126"
"1","Leonardo Ferreira","leonardo.ferreira67@exemplo.com","Compra","BHIA3","R$ 8.52","19/07/2023","14/02/1900","26","5126"
"54","Gustavo Santos","gustavo.santos79@exemplo.com","Venda","LREN3","R$ 20.45","19/07/2023","14/02/1900","26","5126"
"17","Gabriela Costa","gabriela.costa15@exemplo.com","Venda","BBAS3","R$ 56.72","19/07/2023","14/02/1900","26","5126"
"46","Pedro Silva","pedro.silva50@exemplo.com","Venda","BBAS3","R$ 48.37","20/07/2023","14/02/1900","27","5127"
"85","Julia Santos","julia.santos76@exemplo.com","Venda","IGTA3","R$ 10.50","20/07/2023","14/02/1900","27","5127"
"94","Giovanna Gomes","giovanna.gomes34@exemplo.com","Venda","IGTA3","R$ 10.72","20/07/2023","14/02/1900","27","5127"
"61","Alice Machado","alice.machado47@exemplo.com","Compra","TAEE4","R$ 11.19","20/07/2023","14/02/1900","27","5127"
"36","Clara Pereira","clara.pereira11@exemplo.com","Venda","ITUB4","R$ 30.02","21/07/2023","14/02/1900","28","5128"
"92","Rodrigo Melo","rodrigo.melo72@exemplo.com","Venda","ITUB4","R$ 22.15","21/07/2023","14/02/1900","28","5128"
"58","Rafael Oliveira","rafael.oliveira88@exemplo.com","Venda","LREN3","R$ 21.46","21/07/2023","14/02/1900","28","5128"
"25","Eduardo Silva","eduardo.silva54@exemplo.com","Venda","ABEV3","R$ 14.96","22/07/2023","14/02/1900","29","5129"
"22","Luiza Costa","luiza.costa78@exemplo.com","Venda","TAEE4","R$ 11.03","22/07/2023","14/02/1900","29","5129"
"88","Gabriela Costa","gabriela.costa24@exemplo.com","Venda","VIVT3","R$ 36.26","22/07/2023","14/02/1900","29","5129"
"8","Laura Lima","laura.lima68@exemplo.com","Venda","VALE3","R$ 62.55","22/07/2023","14/02/1900","29","5129"
"16","Gabriel Machado","gabriel.machado40@exemplo.com","Compra","CPFE3","R$ 32.68","23/07/2023","14/02/1900","30","5130"
"44","Leonardo Souza","leonardo.souza93@exemplo.com","Venda","CPFE3","R$ 36.54","23/07/2023","14/02/1900","30","5130"
"72","Bruno Melo","bruno.melo27@exemplo.com","Compra","IGTA3","R$ 10.59","23/07/2023","14/02/1900","30","5130"
"80","Beatriz Almeida","beatriz.almeida66@exemplo.com","Compra","BBAS3","R$ 49.73","23/07/2023","14/02/1900","30","5130"
"85","Julia Santos","julia.santos76@exemplo.com","Compra","HAPV3","R$ 2.95","23/07/2023","14/02/1900","30","5130"
"28","Rafael Cardoso","rafael.cardoso85@exemplo.com","Compra","IGTA3","R$ 10.81","23/07/2023","14/02/1900","30","5130"
"40","Gabriela Pereira","gabriela.pereira87@exemplo.com","Compra","PETR4","R$ 24.98","24/07/2023","14/02/1900","31","5131"
"36","Clara Pereira","clara.pereira11@exemplo.com","Venda","WEGE3","R$ 39.02","24/07/2023","14/02/1900","31","5131"
"91","Rodrigo Melo","rodrigo.melo22@exemplo.com","Venda","RENT3","R$ 61.21","24/07/2023","14/02/1900","31","5131"
"61","Alice Machado","alice.machado47@exemplo.com","Venda","CPFE3","R$ 27.17","24/07/2023","14/02/1900","31","5131"
"91","Rodrigo Melo","rodrigo.melo22@exemplo.com","Compra","VIVT3","R$ 53.14","24/07/2023","14/02/1900","31","5131"
"92","Rodrigo Melo","rodrigo.melo72@exemplo.com","Venda","LREN3","R$ 12.37","24/07/2023","14/02/1900","31","5131"
"2","Isabella Ferreira","isabella.ferreira95@exemplo.com","Venda","CSAN3","R$ 17.61","24/07/2023","14/02/1900","31","5131"
"9","Giovanna Gomes","giovanna.gomes22@exemplo.com","Venda","WEGE3","R$ 41.09","24/07/2023","14/02/1900","31","5131"
"70","Felipe Silva","felipe.silva52@exemplo.com","Compra","ABEV3","R$ 13.34","25/07/2023","14/02/1900","32","5132"
"4","Rodrigo Pereira","rodrigo.pereira12@exemplo.com","Venda","LREN3","R$ 14.11","25/07/2023","14/02/1900","32","5132"
"46","Pedro Silva","pedro.silva50@exemplo.com","Venda","CPFE3","R$ 35.63","25/07/2023","14/02/1900","32","5132"
"74","Larissa Gomes","larissa.gomes18@exemplo.com","Compra","CSAN3","R$ 14.13","25/07/2023","14/02/1900","32","5132"
"41","Ana Ferreira","ana.ferreira30@exemplo.com","Venda","HAPV3","R$ 4.62","26/07/2023","14/02/1900","33","5133"
"47","Leonardo Ribeiro","leonardo.ribeiro64@exemplo.com","Venda","MGLU3","R$ 1.93","26/07/2023","14/02/1900","33","5133"
"22","Luiza Costa","luiza.costa78@exemplo.com","Venda","CPFE3","R$ 31.64","26/07/2023","14/02/1900","33","5133"
"19","Sofia Melo","sofia.melo10@exemplo.com","Compra","CPFE3","R$ 33.94","26/07/2023","14/02/1900","33","5133"
"2","Isabella Ferreira","isabella.ferreira95@exemplo.com","Compra","WEGE3","R$ 39.57","26/07/2023","14/02/1900","33","5133"
"47","Leonardo Ribeiro","leonardo.ribeiro64@exemplo.com","Compra","MGLU3","R$ 2.58","26/07/2023","14/02/1900","33","5133"
"53","Giovanna Pereira","giovanna.pereira73@exemplo.com","Compra","ITUB4","R$ 32.79","26/07/2023","14/02/1900","33","5133"
"5","Bruno Rodrigues","bruno.rodrigues89@exemplo.com","Compra","SANB11","R$ 32.48","27/07/2023","14/02/1900","34","5134"
"60","Marcos Costa","marcos.costa57@exemplo.com","Compra","ABEV3","R$ 13.36","27/07/2023","14/02/1900","34","5134"
"30","Larissa Gomes","larissa.gomes94@exemplo.com","Compra","BHIA3","R$ 7.16","27/07/2023","14/02/1900","34","5134"
"73","Marcos Lima","marcos.lima55@exemplo.com","Venda","BBDC4","R$ 14.15","27/07/2023","14/02/1900","34","5134"
"87","Sofia Mendes","sofia.mendes47@exemplo.com","Venda","B3SA3","R$ 15.00","27/07/2023","14/02/1900","34","5134"
"77","Larissa Gomes","larissa.gomes98@exemplo.com","Venda","CSAN3","R$ 13.26","27/07/2023","14/02/1900","34","5134"
"81","Clara Costa","clara.costa91@exemplo.com","Venda","TAEE4","R$ 12.64","27/07/2023","14/02/1900","34","5134"
"40","Gabriela Pereira","gabriela.pereira87@exemplo.com","Venda","JBSS3","R$ 17.88","28/07/2023","14/02/1900","35","5135"
"81","Clara Costa","clara.costa91@exemplo.com","Venda","VALE3","R$ 66.64","28/07/2023","14/02/1900","35","5135"
"10","Eduardo Pereira","eduardo.pereira13@exemplo.com","Venda","PETR4","R$ 40.24","28/07/2023","14/02/1900","35","5135"
"40","Gabriela Pereira","gabriela.pereira87@exemplo.com","Compra","IGTA3","R$ 10.52","28/07/2023","14/02/1900","35","5135"
"41","Ana Ferreira","ana.ferreira30@exemplo.com","Venda","PETR4","R$ 34.18","28/07/2023","14/02/1900","35","5135"
"98","Camila Souza","camila.souza43@exemplo.com","Compra","B3SA3","R$ 11.16","28/07/2023","14/02/1900","35","5135"
"85","Julia Santos","julia.santos76@exemplo.com","Compra","WEGE3","R$ 35.00","28/07/2023","14/02/1900","35","5135"
"97","Laura Rodrigues","laura.rodrigues54@exemplo.com","Compra","ABEV3","R$ 12.23","01/08/2023","14/02/1900","39","5139"
"75","Amanda Almeida","amanda.almeida25@exemplo.com","Compra","TAEE4","R$ 12.63","01/08/2023","14/02/1900","39","5139"
"48","Sofia Melo","sofia.melo78@exemplo.com","Venda","HAPV3","R$ 2.84","01/08/2023","14/02/1900","39","5139"
"3","Mateus Santos","mateus.santos41@exemplo.com","Compra","CSAN3","R$ 18.42","01/08/2023","14/02/1900","39","5139"
"73","Marcos Lima","marcos.lima55@exemplo.com","Compra","ABEV3","R$ 12.72","02/08/2023","14/02/1900","40","5140"
"64","Camila Souza","camila.souza82@exemplo.com","Venda","MGLU3","R$ 3.21","02/08/2023","14/02/1900","40","5140"
"60","Marcos Costa","marcos.costa57@exemplo.com","Venda","SANB11","R$ 28.85","02/08/2023","14/02/1900","40","5140"
"51","Camila Oliveira","camila.oliveira84@exemplo.com","Compra","VIVT3","R$ 50.85","02/08/2023","14/02/1900","40","5140"
"38","Luiza Souza","luiza.souza53@exemplo.com","Venda","WEGE3","R$ 38.76","02/08/2023","14/02/1900","40","5140"
"24","Rodrigo Lima","rodrigo.lima45@exemplo.com","Compra","WEGE3","R$ 41.04","02/08/2023","14/02/1900","40","5140"
"41","Ana Ferreira","ana.ferreira30@exemplo.com","Compra","IGTA3","R$ 10.73","02/08/2023","14/02/1900","40","5140"
"26","Gabriela Melo","gabriela.melo17@exemplo.com","Venda","PETR4","R$ 17.49","03/08/2023","14/02/1900","41","5141"
"76","Ana Carvalho","ana.carvalho5@exemplo.com","Venda","B3SA3","R$ 11.96","04/08/2023","14/02/1900","42","5142"
"49","Rafael Rocha","rafael.rocha93@exemplo.com","Venda","B3SA3","R$ 15.14","04/08/2023","14/02/1900","42","5142"
"36","Clara Pereira","clara.pereira11@exemplo.com","Compra","MGLU3","R$ 3.25","04/08/2023","14/02/1900","42","5142"
"40","Gabriela Pereira","gabriela.pereira87@exemplo.com","Venda","MGLU3","R$ 2.62","04/08/2023","14/02/1900","42","5142"
"32","Gabriel Oliveira","gabriel.oliveira13@exemplo.com","Compra","LREN3","R$ 15.76","04/08/2023","14/02/1900","42","5142"
"63","Luis Lima","luis.lima28@exemplo.com","Compra","LREN3","R$ 13.41","04/08/2023","14/02/1900","42","5142"
"4","Rodrigo Pereira","rodrigo.pereira12@exemplo.com","Compra","IGTA3","R$ 10.69","04/08/2023","14/02/1900","42","5142"
"52","Lucas Costa","lucas.costa80@exemplo.com","Venda","HAPV3","R$ 3.18","05/08/2023","14/02/1900","43","5143"
"83","Felipe Oliveira","felipe.oliveira37@exemplo.com","Compra","BBAS3","R$ 43.63","05/08/2023","14/02/1900","43","5143"
"58","Rafael Oliveira","rafael.oliveira88@exemplo.com","Venda","HAPV3","R$ 3.06","05/08/2023","14/02/1900","43","5143"
"88","Gabriela Costa","gabriela.costa24@exemplo.com","Venda","B3SA3","R$ 14.16","06/08/2023","14/02/1900","44","5144"
"99","Pedro Lima","pedro.lima14@exemplo.com","Compra","MGLU3","R$ 1.54","06/08/2023","14/02/1900","44","5144"
"38","Luiza Souza","luiza.souza53@exemplo.com","Venda","ABEV3","R$ 12.87","06/08/2023","14/02/1900","44","5144"
"57","Clara Pereira","clara.pereira12@exemplo.com","Compra","HAPV3","R$ 4.75","06/08/2023","14/02/1900","44","5144"
"9","Giovanna Gomes","giovanna.gomes22@exemplo.com","Compra","RENT3","R$ 55.90","06/08/2023","14/02/1900","44","5144"
"26","Gabriela Melo","gabriela.melo17@exemplo.com","Compra","CPFE3","R$ 37.15","06/08/2023","14/02/1900","44","5144"
"72","Bruno Melo","bruno.melo27@exemplo.com","Venda","WEGE3","R$ 39.29","06/08/2023","14/02/1900","44","5144"
"54","Gustavo Santos","gustavo.santos79@exemplo.com","Compra","JBSS3","R$ 20.13","06/08/2023","14/02/1900","44","5144"
"25","Eduardo Silva","eduardo.silva54@exemplo.com","Venda","ITUB4","R$ 23.19","06/08/2023","14/02/1900","44","5144"
"90","Eduardo Fonseca","eduardo.fonseca58@exemplo.com","Compra","BHIA3","R$ 15.65","06/08/2023","14/02/1900","44","5144"
"69","Laura Lima","laura.lima25@exemplo.com","Compra","B3SA3","R$ 11.59","06/08/2023","14/02/1900","44","5144"
"80","Beatriz Almeida","beatriz.almeida66@exemplo.com","Venda","JBSS3","R$ 21.04","07/08/2023","14/02/1900","45","5145"
"54","Gustavo Santos","gustavo.santos79@exemplo.com","Venda","TAEE4","R$ 10.74","07/08/2023","14/02/1900","45","5145"
"13","Beatriz Silva","beatriz.silva61@exemplo.com","Compra","VALE3","R$ 64.94","08/08/2023","14/02/1900","46","5146"
"53","Giovanna Pereira","giovanna.pereira73@exemplo.com","Compra","LREN3","R$ 11.85","08/08/2023","14/02/1900","46","5146"
"57","Clara Pereira","clara.pereira12@exemplo.com","Compra","LREN3","R$ 21.37","08/08/2023","14/02/1900","46","5146"
"40","Gabriela Pereira","gabriela.pereira87@exemplo.com","Compra","SANB11","R$ 30.76","08/08/2023","14/02/1900","46","5146"
"16","Gabriel Machado","gabriel.machado40@exemplo.com","Venda","HAPV3","R$ 5.34","08/08/2023","14/02/1900","46","5146"
"30","Larissa Gomes","larissa.gomes94@exemplo.com","Venda","IGTA3","R$ 10.16","08/08/2023","14/02/1900","46","5146"
"32","Gabriel Oliveira","gabriel.oliveira13@exemplo.com","Compra","SANB11","R$ 29.83","08/08/2023","14/02/1900","46","5146"
"34","Lucas Ribeiro","lucas.ribeiro15@exemplo.com","Compra","VIVT3","R$ 36.46","09/08/2023","14/02/1900","47","5147"
"63","Luis Lima","luis.lima28@exemplo.com","Compra","ABEV3","R$ 12.21","09/08/2023","14/02/1900","47","5147"
"30","Larissa Gomes","larissa.gomes94@exemplo.com","Compra","B3SA3","R$ 14.80","09/08/2023","14/02/1900","47","5147"
"46","Pedro Silva","pedro.silva50@exemplo.com","Compra","BBDC4","R$ 14.56","09/08/2023","14/02/1900","47","5147"
"59","Ana Oliveira","ana.oliveira96@exemplo.com","Venda","CSAN3","R$ 16.36","09/08/2023","14/02/1900","47","5147"
"91","Rodrigo Melo","rodrigo.melo22@exemplo.com","Compra","CSAN3","R$ 18.89","10/08/2023","14/02/1900","48","5148"
"84","Gabriel Fonseca","gabriel.fonseca66@exemplo.com","Compra","WEGE3","R$ 40.85","10/08/2023","14/02/1900","48","5148"
"20","Felipe Santos","felipe.santos70@exemplo.com","Compra","CPFE3","R$ 26.58","10/08/2023","14/02/1900","48","5148"
"80","Beatriz Almeida","beatriz.almeida66@exemplo.com","Compra","JBSS3","R$ 17.42","10/08/2023","14/02/1900","48","5148"
"66","Mateus Gomes","mateus.gomes98@exemplo.com","Compra","HAPV3","R$ 3.66","10/08/2023","14/02/1900","48","5148"
"53","Giovanna Pereira","giovanna.pereira73@exemplo.com","Venda","SANB11","R$ 29.75","10/08/2023","14/02/1900","48","5148"
"98","Camila Souza","camila.souza43@exemplo.com","Compra","HAPV3","R$ 5.00","10/08/2023","14/02/1900","48","5148"
"54","Gustavo Santos","gustavo.santos79@exemplo.com","Venda","VIVT3","R$ 45.16","10/08/2023","14/02/1900","48","5148"
"79","Larissa Carvalho","larissa.carvalho96@exemplo.com","Venda","SANB11","R$ 29.87","10/08/2023","14/02/1900","48","5148"
"11","Gustavo Costa","gustavo.costa83@exemplo.com","Venda","MGLU3","R$ 4.38","10/08/2023","14/02/1900","48","5148"
"6","Ana Santos","ana.santos99@exemplo.com","Venda","SANB11","R$ 27.43","10/08/2023","14/02/1900","48","5148"
"12","Giovanna Rocha","giovanna.rocha93@exemplo.com","Venda","IGTA3","R$ 10.14","10/08/2023","14/02/1900","48","5148"
"36","Clara Pereira","clara.pereira11@exemplo.com","Compra","RENT3","R$ 68.30","10/08/2023","14/02/1900","48","5148"
"26","Gabriela Melo","gabriela.melo17@exemplo.com","Compra","LREN3","R$ 15.51","11/08/2023","14/02/1900","49","5149"
"79","Larissa Carvalho","larissa.carvalho96@exemplo.com","Venda","IGTA3","R$ 10.83","11/08/2023","14/02/1900","49","5149"
"8","Laura Lima","laura.lima68@exemplo.com","Venda","B3SA3","R$ 11.25","11/08/2023","14/02/1900","49","5149"
"86","Guilherme Oliveira","guilherme.oliveira36@exemplo.com","Venda","TAEE4","R$ 11.62","11/08/2023","14/02/1900","49","5149"
"31","Larissa Souza","larissa.souza29@exemplo.com","Venda","BBAS3","R$ 46.29","11/08/2023","14/02/1900","49","5149"
"83","Felipe Oliveira","felipe.oliveira37@exemplo.com","Venda","SANB11","R$ 32.03","12/08/2023","14/02/1900","50","5150"
"32","Gabriel Oliveira","gabriel.oliveira13@exemplo.com","Compra","ITUB4","R$ 21.86","12/08/2023","14/02/1900","50","5150"
"46","Pedro Silva","pedro.silva50@exemplo.com","Venda","BHIA3","R$ 15.05","12/08/2023","14/02/1900","50","5150"
"52","Lucas Costa","lucas.costa80@exemplo.com","Compra","ITUB4","R$ 31.14","12/08/2023","14/02/1900","50","5150"
"50","Camila Rocha","camila.rocha10@exemplo.com","Compra","ABEV3","R$ 14.02","12/08/2023","14/02/1900","50","5150"
"16","Gabriel Machado","gabriel.machado40@exemplo.com","Venda","WEGE3","R$ 42.18","12/08/2023","14/02/1900","50","5150"
"3","Mateus Santos","mateus.santos41@exemplo.com","Venda","RENT3","R$ 58.50","12/08/2023","14/02/1900","50","5150"
"31","Larissa Souza","larissa.souza29@exemplo.com","Venda","MGLU3","R$ 3.19","12/08/2023","14/02/1900","50","5150"
"35","Isabella Silva","isabella.silva63@exemplo.com","Compra","LREN3","R$ 13.23","12/08/2023","14/02/1900","50","5150"
"36","Clara Pereira","clara.pereira11@exemplo.com","Compra","RENT3","R$ 47.88","13/08/2023","14/02/1900","51","5151"
"61","Alice Machado","alice.machado47@exemplo.com","Venda","B3SA3","R$ 10.56","13/08/2023","14/02/1900","51","5151"
"79","Larissa Carvalho","larissa.carvalho96@exemplo.com","Venda","BBDC4","R$ 16.77","13/08/2023","14/02/1900","51","5151"
"9","Giovanna Gomes","giovanna.gomes22@exemplo.com","Venda","BBDC4","R$ 16.56","13/08/2023","14/02/1900","51","5151"
"12","Giovanna Rocha","giovanna.rocha93@exemplo.com","Compra","CPFE3","R$ 34.37","13/08/2023","14/02/1900","51","5151"
"49","Rafael Rocha","rafael.rocha93@exemplo.com","Venda","SANB11","R$ 26.47","13/08/2023","14/02/1900","51","5151"
"83","Felipe Oliveira","felipe.oliveira37@exemplo.com","Venda","BBAS3","R$ 46.98","14/08/2023","14/02/1900","52","5152"
"51","Camila Oliveira","camila.oliveira84@exemplo.com","Compra","BHIA3","R$ 17.29","14/08/2023","14/02/1900","52","5152"
"10","Eduardo Pereira","eduardo.pereira13@exemplo.com","Venda","VALE3","R$ 63.18","14/08/2023","14/02/1900","52","5152"
"85","Julia Santos","julia.santos76@exemplo.com","Venda","ITUB4","R$ 32.39","14/08/2023","14/02/1900","52","5152"
"79","Larissa Carvalho","larissa.carvalho96@exemplo.com","Compra","LREN3","R$ 17.69","14/08/2023","14/02/1900","52","5152"
"62","Gabriela Almeida","gabriela.almeida7@exemplo.com","Venda","BHIA3","R$ 19.17","14/08/2023","14/02/1900","52","5152"
"6","Ana Santos","ana.santos99@exemplo.com","Compra","VALE3","R$ 72.37","15/08/2023","14/02/1900","53","5153"
"53","Giovanna Pereira","giovanna.pereira73@exemplo.com","Venda","RENT3","R$ 64.40","15/08/2023","14/02/1900","53","5153"
"58","Rafael Oliveira","rafael.oliveira88@exemplo.com","Venda","PETR4","R$ 27.87","15/08/2023","14/02/1900","53","5153"
"32","Gabriel Oliveira","gabriel.oliveira13@exemplo.com","Compra","LREN3","R$ 15.88","15/08/2023","14/02/1900","53","5153"
"17","Gabriela Costa","gabriela.costa15@exemplo.com","Venda","SANB11","R$ 29.79","15/08/2023","14/02/1900","53","5153"
"77","Larissa Gomes","larissa.gomes98@exemplo.com","Venda","JBSS3","R$ 19.73","15/08/2023","14/02/1900","53","5153"
"40","Gabriela Pereira","gabriela.pereira87@exemplo.com","Compra","HAPV3","R$ 3.61","15/08/2023","14/02/1900","53","5153"
"27","Giovanna Carvalho","giovanna.carvalho88@exemplo.com","Compra","B3SA3","R$ 12.07","16/08/2023","14/02/1900","54","5154"
"28","Rafael Cardoso","rafael.cardoso85@exemplo.com","Venda","B3SA3","R$ 12.29","16/08/2023","14/02/1900","54","5154"
"82","Amanda Mendes","amanda.mendes49@exemplo.com","Compra","VALE3","R$ 59.50","16/08/2023","14/02/1900","54","5154"
"64","Camila Souza","camila.souza82@exemplo.com","Compra","HAPV3","R$ 2.17","16/08/2023","14/02/1900","54","5154"
"1","Leonardo Ferreira","leonardo.ferreira67@exemplo.com","Compra","BBDC4","R$ 13.48","16/08/2023","14/02/1900","54","5154"
"39","Amanda Rocha","amanda.rocha53@exemplo.com","Venda","SANB11","R$ 29.42","16/08/2023","14/02/1900","54","5154"
"37","Rodrigo Cardoso","rodrigo.cardoso48@exemplo.com","Compra","VIVT3","R$ 50.67","16/08/2023","14/02/1900","54","5154"
"13","Beatriz Silva","beatriz.silva61@exemplo.com","Venda","LREN3","R$ 21.84","17/08/2023","14/02/1900","55","5155"
"90","Eduardo Fonseca","eduardo.fonseca58@exemplo.com","Venda","CPFE3","R$ 29.51","17/08/2023","14/02/1900","55","5155"
"60","Marcos Costa","marcos.costa57@exemplo.com","Venda","MGLU3","R$ 3.98","17/08/2023","14/02/1900","55","5155"
"58","Rafael Oliveira","rafael.oliveira88@exemplo.com","Venda","VALE3","R$ 59.82","17/08/2023","14/02/1900","55","5155"
"53","Giovanna Pereira","giovanna.pereira73@exemplo.com","Compra","HAPV3","R$ 4.06","17/08/2023","14/02/1900","55","5155"
"40","Gabriela Pereira","gabriela.pereira87@exemplo.com","Compra","JBSS3","R$ 21.75","17/08/2023","14/02/1900","55","5155"
"70","Felipe Silva","felipe.silva52@exemplo.com","Compra","JBSS3","R$ 19.84","17/08/2023","14/02/1900","55","5155"
"19","Sofia Melo","sofia.melo10@exemplo.com","Venda","BHIA3","R$ 19.53","17/08/2023","14/02/1900","55","5155"
"10","Eduardo Pereira","eduardo.pereira13@exemplo.com","Venda","BBDC4","R$ 14.44","18/08/2023","14/02/1900","56","5156"
"86","Guilherme Oliveira","guilherme.oliveira36@exemplo.com","Venda","CSAN3","R$ 18.67","18/08/2023","14/02/1900","56","5156"
"85","Julia Santos","julia.santos76@exemplo.com","Venda","CPFE3","R$ 32.99","18/08/2023","14/02/1900","56","5156"
"15","Felipe Ribeiro","felipe.ribeiro44@exemplo.com","Venda","HAPV3","R$ 3.22","18/08/2023","14/02/1900","56","5156"
"23","Isabella Almeida","isabella.almeida63@exemplo.com","Venda","WEGE3","R$ 39.86","18/08/2023","14/02/1900","56","5156"
"23","Isabella Almeida","isabella.almeida63@exemplo.com","Venda","BBAS3","R$ 48.24","19/08/2023","14/02/1900","57","5157"
"19","Sofia Melo","sofia.melo10@exemplo.com","Venda","CSAN3","R$ 14.79","19/08/2023","14/02/1900","57","5157"
